"PartitionKey","RowKey","Timestamp","DeviceId","SensorId","Type","Unit","Value","ReceivedAtUtc"
"hivewatch-esp32-board2","202607120207126691094-297545554e354bcc9bc26f54dada8152","2026-07-12T02:07:12.772380+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.37","2026-07-12T02:07:12.669109+00:00"
"hivewatch-esp32-board2","202607120212127211956-61bfe9602cb143149df5e847c57912e7","2026-07-12T02:12:12.819133+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.37","2026-07-12T02:12:12.721195+00:00"
"hivewatch-esp32-board2","202607120217126550993-f2bafab7c2b349449bf8830782d3bfa4","2026-07-12T02:17:12.751225+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.37","2026-07-12T02:17:12.655099+00:00"
"hivewatch-esp32-board2","202607120222136154476-68b83a1ee402443f8779fc84cb377803","2026-07-12T02:22:13.711198+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.37","2026-07-12T02:22:13.615447+00:00"
"hivewatch-esp32-board2","202607120227147016902-b1326bef30844d718f89286447500c3a","2026-07-12T02:27:14.799259+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.31","2026-07-12T02:27:14.701690+00:00"
"hivewatch-esp32-board2","202607120232147201491-4deedf736b4b49e7b6980c0d984dea94","2026-07-12T02:32:14.817218+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.31","2026-07-12T02:32:14.720149+00:00"
"hivewatch-esp32-board2","202607120237152724845-8767fdfdf6c14189a00f7deb6150cb67","2026-07-12T02:37:15.374935+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.31","2026-07-12T02:37:15.272484+00:00"
"hivewatch-esp32-board2","202607120242153383938-abd16c8dcfc140029dee2755da62bef9","2026-07-12T02:42:15.446139+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.31","2026-07-12T02:42:15.338393+00:00"
"hivewatch-esp32-board2","202607120247153430608-01424a04c14b40c2bb37b772c8c581a0","2026-07-12T02:47:15.438396+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.25","2026-07-12T02:47:15.343060+00:00"
"hivewatch-esp32-board2","202607120252168914062-37b8b897027e452ba70d864de1e59ef3","2026-07-12T02:52:16.996204+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.31","2026-07-12T02:52:16.891406+00:00"
"hivewatch-esp32-board2","202607120257168831479-955efa55ba144787bdd059d4a3ddb232","2026-07-12T02:57:16.983359+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.25","2026-07-12T02:57:16.883147+00:00"
"hivewatch-esp32-board2","202607120302178972671-6c32fa1a2bff40c6bd5c59e3b811e8b2","2026-07-12T03:02:17.993860+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.25","2026-07-12T03:02:17.897267+00:00"
"hivewatch-esp32-board2","202607120307179817085-797059e410fc4cfc9bc1e120f42d9e6f","2026-07-12T03:07:18.091551+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.25","2026-07-12T03:07:17.981708+00:00"
"hivewatch-esp32-board2","202607120312178509371-a18ba51f30c34b0281fad1c42e857ce2","2026-07-12T03:12:17.953460+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.25","2026-07-12T03:12:17.850937+00:00"
"hivewatch-esp32-board2","202607120317189063601-6786632c787f459eb93046333e58b63d","2026-07-12T03:17:19.006889+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.25","2026-07-12T03:17:18.906360+00:00"
"hivewatch-esp32-board2","202607120322187984621-5f8f30ccc442498c863a320348a57f68","2026-07-12T03:22:18.899417+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.19","2026-07-12T03:22:18.798462+00:00"
"hivewatch-esp32-board2","202607120327196745058-2585f7e84036440082d834630d58e0e7","2026-07-12T03:27:19.774864+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.19","2026-07-12T03:27:19.674505+00:00"
"hivewatch-esp32-board2","202607120332208545579-b27f5ce884e34088941b881362de83da","2026-07-12T03:32:20.967913+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.19","2026-07-12T03:32:20.854557+00:00"
"hivewatch-esp32-board2","202607120337207916519-4bca89b967124e2199ea08a964c785de","2026-07-12T03:37:20.894248+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.19","2026-07-12T03:37:20.791651+00:00"
"hivewatch-esp32-board2","202607120342217465738-d0d41d709b5e4cebba23a8a5c3854aac","2026-07-12T03:42:21.846121+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.12","2026-07-12T03:42:21.746573+00:00"
"hivewatch-esp32-board2","202607120347229603220-ba63ce964d534cc3bec84e191d269ced","2026-07-12T03:47:23.078852+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.12","2026-07-12T03:47:22.960322+00:00"
"hivewatch-esp32-board2","202607120352229949787-4201897869144fd6b92f6543a83cb458","2026-07-12T03:52:23.097883+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.12","2026-07-12T03:52:22.994978+00:00"
"hivewatch-esp32-board2","202607120357227901730-0815c212bb224235b71c9516b1826424","2026-07-12T03:57:22.882069+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.12","2026-07-12T03:57:22.790173+00:00"
"hivewatch-esp32-board2","202607120402238936891-133faf2aa80143eb9efa457d4c6f3be6","2026-07-12T04:02:24.001441+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.12","2026-07-12T04:02:23.893689+00:00"
"hivewatch-esp32-board2","202607120407238081669-d0346b2f92574b2b867dd65bdd284f72","2026-07-12T04:07:23.913133+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.12","2026-07-12T04:07:23.808166+00:00"
"hivewatch-esp32-board2","202607120412249476647-8257686a4187411e8fffeb06185ac953","2026-07-12T04:12:25.054792+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.06","2026-07-12T04:12:24.947664+00:00"
"hivewatch-esp32-board2","202607120417248164165-d5685a4e4c10415dbbd13005b9108281","2026-07-12T04:17:24.911215+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.06","2026-07-12T04:17:24.816416+00:00"
"hivewatch-esp32-board2","202607120422256860152-c8fdd0fe051d46a0a09fd32c279d986b","2026-07-12T04:22:25.791677+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.06","2026-07-12T04:22:25.686015+00:00"
"hivewatch-esp32-board2","202607120427265729275-6c47afb7b3e247db9e23d48abb82b87c","2026-07-12T04:27:26.669162+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.06","2026-07-12T04:27:26.572927+00:00"
"hivewatch-esp32-board2","202607120432273602485-7f0e9b51a137473ab421192e0ef215d2","2026-07-12T04:32:27.458528+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.0","2026-07-12T04:32:27.360248+00:00"
"hivewatch-esp32-board2","202607120437283760178-356b5b283a4542eaa536f0bbc7ac8faa","2026-07-12T04:37:28.467334+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.06","2026-07-12T04:37:28.376017+00:00"
"hivewatch-esp32-board2","202607120442297132140-cdfc2f64491d402faff873b576bf9e14","2026-07-12T04:42:29.825776+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.0","2026-07-12T04:42:29.713214+00:00"
"hivewatch-esp32-board2","202607120447295534817-89470de2c42a42a383d899cc41d5a791","2026-07-12T04:47:29.643424+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.0","2026-07-12T04:47:29.553481+00:00"
"hivewatch-esp32-board2","202607120452305510409-9607823963d8420f8919e8d2781c5b1f","2026-07-12T04:52:30.660721+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.0","2026-07-12T04:52:30.551040+00:00"
"hivewatch-esp32-board2","202607120457306379353-a454b72cef6441df91b32003849228d4","2026-07-12T04:57:30.733918+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.0","2026-07-12T04:57:30.637935+00:00"
"hivewatch-esp32-board2","202607120502306097515-95e4fceb2963423191f232a5fb137685","2026-07-12T05:02:30.708423+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.94","2026-07-12T05:02:30.609751+00:00"
"hivewatch-esp32-board2","202607120507314469477-73d99e201ee0435cb0687057993932b2","2026-07-12T05:07:31.571100+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.94","2026-07-12T05:07:31.446947+00:00"
"hivewatch-esp32-board2","202607120512323306194-f0061b1c106744e390da5cf45eab939b","2026-07-12T05:12:32.433139+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.94","2026-07-12T05:12:32.330619+00:00"
"hivewatch-esp32-board2","202607120517332319284-f5cb3aa7188046b1a108ccaee5bb0588","2026-07-12T05:17:33.325858+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.94","2026-07-12T05:17:33.231928+00:00"
"hivewatch-esp32-board2","202607120522343399633-9b33ac435b044760a4ae0439d4b5e3f6","2026-07-12T05:22:34.433285+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.94","2026-07-12T05:22:34.339963+00:00"
"hivewatch-esp32-board2","202607120527342520397-e42ed7dd0b4446d0a977e7d2a962922e","2026-07-12T05:27:34.356492+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.94","2026-07-12T05:27:34.252039+00:00"
"hivewatch-esp32-board2","202607120532353748683-a90381ec262346078be33b6196639daa","2026-07-12T05:32:35.473317+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.87","2026-07-12T05:32:35.374868+00:00"
"hivewatch-esp32-board2","202607120537354942667-f27966f614be42ffa21dae208ee14ace","2026-07-12T05:37:35.598617+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.87","2026-07-12T05:37:35.494266+00:00"
"hivewatch-esp32-board2","202607120542354033183-eb3134d3bbc64f02b1290e7bcebfe35e","2026-07-12T05:42:35.506751+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.87","2026-07-12T05:42:35.403318+00:00"
"hivewatch-esp32-board2","202607120547369655822-c7194be213a74e7482dedf084bd862cc","2026-07-12T05:47:37.095147+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.87","2026-07-12T05:47:36.965582+00:00"
"hivewatch-esp32-board2","202607120552373970972-ea671cf5d9d342b8a17b83176998a18d","2026-07-12T05:52:37.499617+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.87","2026-07-12T05:52:37.397097+00:00"
"hivewatch-esp32-board2","202607120557373570785-ad78e64df5ea4346b5b0facefcc8b0d4","2026-07-12T05:57:37.450411+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.87","2026-07-12T05:57:37.357078+00:00"
"hivewatch-esp32-board2","202607120602386312293-94ca3362614f496db324b5b6add49e83","2026-07-12T06:02:38.746130+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.81","2026-07-12T06:02:38.631229+00:00"
"hivewatch-esp32-board2","202607120607389410671-e169d87da78d465a9eea0d14d71a642a","2026-07-12T06:07:39.036454+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.75","2026-07-12T06:07:38.941067+00:00"
"hivewatch-esp32-board2","202607120612404833721-de128286aafd44869f45f2351682c952","2026-07-12T06:12:40.577318+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.75","2026-07-12T06:12:40.483372+00:00"
"hivewatch-esp32-board2","202607120617396223310-dd85ecbe15e5481bab45b59733845ce0","2026-07-12T06:17:39.725183+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.69","2026-07-12T06:17:39.622331+00:00"
"hivewatch-esp32-board2","202607120622397785464-7316dab8449e48f281378feead9cb7ed","2026-07-12T06:22:39.889324+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.62","2026-07-12T06:22:39.778546+00:00"
"hivewatch-esp32-board2","202607120627407772215-78244a75fe3b4583aaee4a0552c85c5c","2026-07-12T06:27:40.890238+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.56","2026-07-12T06:27:40.777221+00:00"
"hivewatch-esp32-board2","202607120632399832803-b8faf54cb6104aadbedeff1d4e359d62","2026-07-12T06:32:40.078016+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.56","2026-07-12T06:32:39.983280+00:00"
"hivewatch-esp32-board2","202607120637401868239-15b04516d3f3429b9dcfd7246627d067","2026-07-12T06:37:40.282470+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.5","2026-07-12T06:37:40.186823+00:00"
"hivewatch-esp32-board2","202607120642406854362-9fc179155cba4a7d8b986903d277a11b","2026-07-12T06:42:40.777009+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.5","2026-07-12T06:42:40.685436+00:00"
"hivewatch-esp32-board2","202607120647409236901-327cf76c7d774050bebe3eac0dbcfc6c","2026-07-12T06:47:41.030095+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.44","2026-07-12T06:47:40.923690+00:00"
"hivewatch-esp32-board2","202607120652411646045-a7e0e5f54f4d4f8fae988b13b64d0d07","2026-07-12T06:52:41.269931+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.38","2026-07-12T06:52:41.164604+00:00"
"hivewatch-esp32-board2","202607120657413756468-36f76a503cbc4a8a91ec6e60fb4cf4a1","2026-07-12T06:57:41.476008+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.31","2026-07-12T06:57:41.375646+00:00"
"hivewatch-esp32-board2","202607120702419298698-9078bc96e629430c89ecc1a590891d58","2026-07-12T07:02:42.030117+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.25","2026-07-12T07:02:41.929869+00:00"
"hivewatch-esp32-board2","202607120707418420405-d5cbd3ab64324f5884632cd5fd3cc5d0","2026-07-12T07:07:41.935974+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.25","2026-07-12T07:07:41.842040+00:00"
"hivewatch-esp32-board2","202607120712429527383-d5c7dfab75cf4784b79cd9e65846efb3","2026-07-12T07:12:43.060733+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.25","2026-07-12T07:12:42.952738+00:00"
"hivewatch-esp32-board2","202607120717432451179-12e8f8449d1c4bb19951c72bb9c3d097","2026-07-12T07:17:43.341432+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.25","2026-07-12T07:17:43.245117+00:00"
"hivewatch-esp32-board2","202607120722432473450-f410fc9a38f54605bcbbefa65ce49876","2026-07-12T07:22:43.349687+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.31","2026-07-12T07:22:43.247345+00:00"
"hivewatch-esp32-board2","202607120727432462217-119b288b2ab744fea89c7e6d5609ee19","2026-07-12T07:27:43.336872+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.38","2026-07-12T07:27:43.246221+00:00"
"hivewatch-esp32-board2","202607120732447662380-318f55e51cf84e949d1d6763bb0bba0f","2026-07-12T07:32:44.868346+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.38","2026-07-12T07:32:44.766238+00:00"
"hivewatch-esp32-board2","202607120737449159190-e238508c29794fbfa8a6ad2f0485b5c3","2026-07-12T07:37:45.013819+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.44","2026-07-12T07:37:44.915919+00:00"
"hivewatch-esp32-board2","202607120742448940342-963ea54675984fe2828a2fa9c8882c4b","2026-07-12T07:42:44.995713+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.44","2026-07-12T07:42:44.894034+00:00"
"hivewatch-esp32-board2","202607120747462658468-09a64d6259da4c9aa0540efbdbe1f76f","2026-07-12T07:47:46.368093+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.5","2026-07-12T07:47:46.265846+00:00"
"hivewatch-esp32-board2","202607120752463406687-925373b0552141a68b5e336bd2771aea","2026-07-12T07:52:46.442365+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.56","2026-07-12T07:52:46.340668+00:00"
"hivewatch-esp32-board2","202607120757463970765-94b277e2bf584660bdc399bedf7a9acf","2026-07-12T07:57:46.502169+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.56","2026-07-12T07:57:46.397076+00:00"
"hivewatch-esp32-board2","202607120802463745218-2192947741bc46c88867acff98016d46","2026-07-12T08:02:46.477436+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.62","2026-07-12T08:02:46.374521+00:00"
"hivewatch-esp32-board2","202607120807474666636-2e32a1fd6a9b4275aa14fabd72b6c866","2026-07-12T08:07:47.557110+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.69","2026-07-12T08:07:47.466663+00:00"
"hivewatch-esp32-board2","202607120812474089623-c4c25ea0fbb84de6b96d816d2fc95297","2026-07-12T08:12:47.521416+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.69","2026-07-12T08:12:47.408962+00:00"
"hivewatch-esp32-board2","202607120817474890948-7a958dd65f1a4034a99383ca09a745c3","2026-07-12T08:17:47.591492+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.69","2026-07-12T08:17:47.489094+00:00"
"hivewatch-esp32-board2","202607120822474113623-b468e7b0076c4d66802f53f59858c379","2026-07-12T08:22:47.510954+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.69","2026-07-12T08:22:47.411362+00:00"
"hivewatch-esp32-board2","202607120827484538746-b68bc6da1a724cdfbdb7afd26f75522b","2026-07-12T08:27:48.580221+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.69","2026-07-12T08:27:48.453874+00:00"
"hivewatch-esp32-board2","202607120832485337656-e45e437126a14e6dbe2a8fc9c3b4c8ea","2026-07-12T08:32:48.644975+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.75","2026-07-12T08:32:48.533765+00:00"
"hivewatch-esp32-board2","202607120842497416506-bc2e1f76982944b5b4e42b3a32e88092","2026-07-12T08:42:49.845090+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.75","2026-07-12T08:42:49.741650+00:00"
"hivewatch-esp32-board2","202607120847495347869-310722237c544c0db14187164bbbf8cd","2026-07-12T08:47:49.634095+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.81","2026-07-12T08:47:49.534786+00:00"
"hivewatch-esp32-board2","202607120852503091547-af24f430e55e43629ce54489749a6e7b","2026-07-12T08:52:50.422478+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.87","2026-07-12T08:52:50.309154+00:00"
"hivewatch-esp32-board2","202607120857513119806-888225da3a7342f98457bec86d6e7527","2026-07-12T08:57:51.437923+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.87","2026-07-12T08:57:51.311980+00:00"
"hivewatch-esp32-board2","202607120902512426879-b59d397699174ae398e41cd50e4f51fd","2026-07-12T09:02:51.340801+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.94","2026-07-12T09:02:51.242687+00:00"
"hivewatch-esp32-board2","202607120907513177925-9bf8f1ff35964117b15f8eb1724b5452","2026-07-12T09:07:51.417833+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","23.94","2026-07-12T09:07:51.317792+00:00"
"hivewatch-esp32-board2","202607120912521183753-ebb711bda6824e699974ab8a826862de","2026-07-12T09:12:52.220832+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.0","2026-07-12T09:12:52.118375+00:00"
"hivewatch-esp32-board2","202607120917529217079-b890fce6550e47a7969f2f5824478430","2026-07-12T09:17:53.013786+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.0","2026-07-12T09:17:52.921707+00:00"
"hivewatch-esp32-board2","202607120922536567394-cef02c2b7b5e4ae19ef0fb4491ac5eee","2026-07-12T09:22:53.762365+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.0","2026-07-12T09:22:53.656739+00:00"
"hivewatch-esp32-board2","202607120927554675389-ffdb8decceda464eb0ae924ec17203dd","2026-07-12T09:27:55.572490+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.06","2026-07-12T09:27:55.467538+00:00"
"hivewatch-esp32-board2","202607120932553072555-d65fc97e610d4f5d9837cfde900fef43","2026-07-12T09:32:55.417446+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.12","2026-07-12T09:32:55.307255+00:00"
"hivewatch-esp32-board2","202607120937562060976-b51482663fe747c1b83a6bfc8569585d","2026-07-12T09:37:56.311695+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.12","2026-07-12T09:37:56.206097+00:00"
"hivewatch-esp32-board2","202607120942570365973-dd60e22dc9a749bc950d3abb31f147ef","2026-07-12T09:42:57.129600+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.19","2026-07-12T09:42:57.036597+00:00"
"hivewatch-esp32-board2","202607120947578329007-037bfcf1f3214c39856afad09d7e317e","2026-07-12T09:47:57.937062+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.19","2026-07-12T09:47:57.832900+00:00"
"hivewatch-esp32-board2","202607120952585365318-0942048c9b52455e8fdcb458089fb3b5","2026-07-12T09:52:58.654569+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.25","2026-07-12T09:52:58.536531+00:00"
"hivewatch-esp32-board2","202607121008000289937-c7bdc97052184bf1895086ad26599288","2026-07-12T10:08:00.136408+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.37","2026-07-12T10:08:00.028993+00:00"
"hivewatch-esp32-board2","202607121012599253498-32ba3d1261cc4058a9fd5255255c2fd7","2026-07-12T10:13:00.016692+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.44","2026-07-12T10:12:59.925349+00:00"
"hivewatch-esp32-board2","202607121018010648986-53fd0842abac4db1b040b6de4a781579","2026-07-12T10:18:01.167299+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.5","2026-07-12T10:18:01.064898+00:00"
"hivewatch-esp32-board2","202607121023011090702-6c2ac9e598e4445aa04ff44b6ddb0b9f","2026-07-12T10:23:01.213111+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.56","2026-07-12T10:23:01.109070+00:00"
"hivewatch-esp32-board2","202607121028033333571-a89e53e05a6e4b848d5efc02ab656edf","2026-07-12T10:28:03.427820+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.56","2026-07-12T10:28:03.333357+00:00"
"hivewatch-esp32-board2","202607121033013865165-2a780e036927498aa26fb23b33622d05","2026-07-12T10:33:01.482712+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.63","2026-07-12T10:33:01.386516+00:00"
"hivewatch-esp32-board2","202607121038016705460-e31d36fd3cbf49c7961488e4bd561a8c","2026-07-12T10:38:01.794736+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.69","2026-07-12T10:38:01.670546+00:00"
"hivewatch-esp32-board2","202607121043016592160-75891425320740b68543913fab3445f5","2026-07-12T10:43:01.772055+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.75","2026-07-12T10:43:01.659216+00:00"
"hivewatch-esp32-board2","202607121048019320507-b69cfc52989a400280219be0714ff028","2026-07-12T10:48:02.050632+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.81","2026-07-12T10:48:01.932050+00:00"
"hivewatch-esp32-board2","202607121053018931280-258c164775f140c98d4a45ac6085574a","2026-07-12T10:53:01.987161+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.81","2026-07-12T10:53:01.893128+00:00"
"hivewatch-esp32-board2","202607121058052317604-18fff4373413478596f84039120daa4e","2026-07-12T10:58:05.343382+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.81","2026-07-12T10:58:05.231760+00:00"
"hivewatch-esp32-board2","202607121103033321302-c1020ca7cd5e40a099a1f2cc8913dd77","2026-07-12T11:03:03.453514+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.87","2026-07-12T11:03:03.332130+00:00"
"hivewatch-esp32-board2","202607121108033495320-a26edf064dc1471f803c94b2542a3a83","2026-07-12T11:08:03.460987+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.94","2026-07-12T11:08:03.349532+00:00"
"hivewatch-esp32-board2","202607121113041817137-89aca9380e234defa4c22609900c1892","2026-07-12T11:13:04.278704+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","24.94","2026-07-12T11:13:04.181713+00:00"
"hivewatch-esp32-board2","202607121118051933875-835f1fe371b34d40964686d416e5945d","2026-07-12T11:18:05.299574+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.06","2026-07-12T11:18:05.193387+00:00"
"hivewatch-esp32-board2","202607121123051013334-b23b59d500884c5d86e59bf8b8aa7333","2026-07-12T11:23:05.195733+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.0","2026-07-12T11:23:05.101333+00:00"
"hivewatch-esp32-board2","202607121128058663232-fcfcc125cd3048f79341a96ff919d7be","2026-07-12T11:28:05.961637+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.0","2026-07-12T11:28:05.866323+00:00"
"hivewatch-esp32-board2","202607121133066116945-eee2797fd69c4e87b84d3a926c2c669d","2026-07-12T11:33:06.721838+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.0","2026-07-12T11:33:06.611694+00:00"
"hivewatch-esp32-board2","202607121138073898402-8566ac4d0c1c4ce6ab76dd6442d5ab2f","2026-07-12T11:38:07.490199+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.0","2026-07-12T11:38:07.389840+00:00"
"hivewatch-esp32-board2","202607121143083178964-1557f3374c054470a97e8f4429dd6149","2026-07-12T11:43:08.413421+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.06","2026-07-12T11:43:08.317896+00:00"
"hivewatch-esp32-board2","202607121148096678748-46992a75ec43443b85b492416b5189de","2026-07-12T11:48:09.775595+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.06","2026-07-12T11:48:09.667874+00:00"
"hivewatch-esp32-board2","202607121153095430770-d902486005d147e784e772c638adb7a1","2026-07-12T11:53:09.643398+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.12","2026-07-12T11:53:09.543077+00:00"
"hivewatch-esp32-board2","202607121158137570362-99fc30d5ef5a4f0d8aae3c6c7d7b9cae","2026-07-12T11:58:13.884418+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.19","2026-07-12T11:58:13.757036+00:00"
"hivewatch-esp32-board2","202607121203109300633-9289c241736046e68add6677cbee4199","2026-07-12T12:03:11.026440+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.25","2026-07-12T12:03:10.930063+00:00"
"hivewatch-esp32-board2","202607121208107663220-8ecfdbd7d8ae419994f08a87192c4d95","2026-07-12T12:08:10.872203+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.31","2026-07-12T12:08:10.766322+00:00"
"hivewatch-esp32-board2","202607121213117666093-26f73ea71a174aabb82db4d9b8a099d0","2026-07-12T12:13:11.868932+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.37","2026-07-12T12:13:11.766609+00:00"
"hivewatch-esp32-board2","202607121218118418239-dc7859c3e60a451da93ab931c58133f8","2026-07-12T12:18:11.950490+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.37","2026-07-12T12:18:11.841823+00:00"
